DMosler   20220520130447
Knee EXT/FLEX UNI ISOK CON/CON 500/500 deg/s   Filtered: Yes   Windowed: Yes
  Set  Rep      mSec      TORQUE    POSITION  POS_(ANAT)    VELOCITY
    1    6      5590         0.0       172.1        99.1         0.0
    1    6      5600         0.0       170.3        97.3         0.0
    1    6      5610         3.5       168.2        95.2        19.5
    1    6      5620         7.1       165.8        92.8        40.8
    1    6      5630        14.2       163.0        90.0        83.4
    1    6      5640        24.9       159.9        86.9       149.0
    1    6      5650        39.3       156.5        83.5       238.8
    1    6      5660        50.8       152.7        79.7       315.1
    1    6      5670        59.4       148.7        75.7       374.7
    1    6      5680        66.3       144.3        71.3       411.6
    1    6      5690        75.5       139.6        66.6       442.2
    1    6      5700        75.7       134.9        61.9       425.4
    1    6      5710        78.9       130.1        57.1       398.0
    1    6      5720        76.9       125.7        52.7       340.7
    1    6      5730        66.3       121.8        48.8       260.3
    1    6      5740        44.2       118.4        45.4       163.3
    1    6      5750        26.2       115.3        42.3        92.2
    1    6      5760         0.0       112.6        39.6        44.7
    1    6      5770         0.0       110.2        37.2        21.0
    1    6      5780         0.0       108.1        35.1         0.0
    1    6      5790         0.0       106.2        33.2         0.0
    1    6      5800         0.0       104.6        31.6         0.0
    1    6      5810         0.0       103.1        30.1         0.0
    1    6      5820         0.0       101.8        28.8         0.0
    1    6      5830         0.0       100.7        27.7         0.0
    1    6      5840         0.0        99.7        26.7         0.0
    1    6      5850         0.0        98.8        25.8         0.0
    1    6      5860         0.0        98.0        25.0         0.0
    1    6      5870         0.0        97.3        24.3         0.0
    1    6      5880         0.0        96.7        23.7         0.0
    1    6      5890         0.0        96.2        23.2         0.0
    1    6      5900         0.0        95.7        22.7         0.0
    1    6      5910         0.0        95.3        22.3         0.0
    1    6      5920         0.0        94.9        21.9         0.0
    1    6      5930         0.0        94.6        21.6         0.0
    1    6      5940         0.0        94.3        21.3         0.0
    1    6      5950         0.0        94.1        21.1         0.0
    1    6      5960         0.0        93.8        20.8         0.0
    1    6      5970         0.0        93.6        20.6         0.0
    1    6      5980         0.0        93.5        20.5         0.0
    1    6      5990         0.0        93.3        20.3         0.0
    1    6      6000         0.0        93.2        20.2         0.0
    1    6      6010         0.0        93.1        20.1         0.0
    1    6      6020         0.0        93.0        20.0         0.0
    1    6      6030         0.0        92.9        19.9         0.0
    1    6      6040         0.0        92.8        19.8         0.0
    1    6      6050         0.0        92.8        19.8         0.0
    1    6      6060         0.0        92.7        19.7         0.0
    1    6      6070         0.0        92.7        19.7         0.0
    1    6      6080         0.0        92.7        19.7         0.0
    1    6      6090         0.0        92.9        19.9         0.0
    1    6      6100         0.0        93.2        20.2         0.0
    1    6      6110         0.0        93.6        20.6         0.0
    1    6      6120         0.0        94.3        21.3         0.0
    1    6      6130         0.0        95.1        22.1         0.0
    1    6      6140         0.0        96.2        23.2         0.0
    1    6      6150        -1.1        97.4        24.4       -20.1
    1    6      6160        -2.4        98.9        25.9       -41.6
    1    6      6170        -5.0       100.6        27.6       -84.6
    1    6      6180        -8.7       116.9        43.9      -150.4
    1    6      6190       -13.7       120.5        47.5      -240.3
    1    6      6200       -19.1       124.3        51.3      -312.4
    1    6      6210       -24.7       128.4        55.4      -364.4
    1    6      6220       -25.6       132.7        59.7      -373.2
    1    6      6230       -29.4       137.2        64.2      -374.8
    1    6      6240       -31.2       141.6        68.6      -326.9
    1    6      6250       -29.2       145.5        72.5      -253.3
    1    6      6260       -19.9       149.0        76.0      -160.3
    1    6      6270       -11.9       152.1        79.1       -91.3
    1    6      6280        -6.6       154.9        81.9       -44.8
    1    6      6290         0.0       157.4        84.4       -21.1
    1    6      6300         0.0       159.6        86.6         0.0
    1    6      6310         0.0       161.5        88.5         0.0
    1    6      6320         0.0       163.3        90.3         0.0
    1    6      6330         0.0       164.8        91.8         0.0
    1    6      6340         0.0       166.2        93.2         0.0
    1    6      6350         0.0       167.4        94.4         0.0
    1    6      6360         0.0       168.5        95.5         0.0
    1    6      6370         0.0       169.4        96.4         0.0
    1    6      6380         0.0       170.3        97.3         0.0
    1    6      6390         0.0       171.0        98.0         0.0
    1    6      6400         0.0       171.7        98.7         0.0
    1    6      6410         0.0       172.3        99.3         0.0
    1    6      6420         0.0       172.8        99.8         0.0
    1    6      6430         0.0       173.3       100.3         0.0
    1    6      6440         0.0       173.7       100.7         0.0
    1    6      6450         0.0       174.1       101.1         0.0
    1    6      6460         0.0       174.4       101.4         0.0
    1    6      6470         0.0       174.7       101.7         0.0
    1    6      6480         0.0       175.0       102.0         0.0
    1    6      6490         0.0       175.2       102.2         0.0
    1    6      6500         0.0       175.4       102.4         0.0
    1    6      6510         0.0       175.6       102.6         0.0
    1    6      6520         0.0       175.7       102.7         0.0
    1    6      6530         0.0       175.8       102.8         0.0
    1    6      6540         0.0       175.9       102.9         0.0
    1    6      6550         0.0       175.9       102.9         0.0
    1    -      6560         0.0       175.8       102.8         0.0
    1    -      6570         0.0       175.5       102.5         0.0
    1    -      6580         0.0       174.9       101.9         0.0
    1    7      6590         0.0       173.9       100.9         0.0
    1    7      6600         0.0       172.5        99.5         0.0
    1    7      6610         0.0       170.8        97.8         0.0
    1    7      6620         0.0       168.8        95.8         0.0
    1    7      6630         3.5       166.4        93.4        20.6
    1    7      6640         6.9       163.8        90.8        43.1
    1    7      6650        13.8       160.8        87.8        87.8
    1    7      6660        24.3       157.4        84.4       156.4
    1    7      6670        38.4       153.8        80.8       249.8
    1    7      6680        49.4       149.8        76.8       327.8
    1    7      6690        58.6       145.6        72.6       385.0
    1    7      6700        66.6       141.0        68.0       417.8
    1    7      6710        69.6       136.3        63.3       423.0
    1    7      6720        72.0       131.6        58.6       399.1
    1    7      6730        69.6       127.0        54.0       344.4
    1    7      6740        59.8       123.0        50.0       264.7
    1    7      6750        39.7       119.4        46.4       166.6
    1    7      6760        23.5       116.3        43.3        94.3
    1    7      6770         0.0       113.4        40.4        46.0
    1    7      6780         0.0       110.9        37.9        21.7
    1    7      6790         0.0       108.7        35.7         0.0
    1    7      6800         0.0       106.8        33.8         0.0
    1    7      6810         0.0       105.1        32.1         0.0
    1    7      6820         0.0       103.6        30.6         0.0
    1    7      6830         0.0       102.3        29.3         0.0
    1    7      6840         0.0       101.1        28.1         0.0
    1    7      6850         0.0       100.0        27.0         0.0
    1    7      6860         0.0        99.1        26.1         0.0
    1    7      6870         0.0        98.3        25.3         0.0
    1    7      6880         0.0        97.6        24.6         0.0
    1    7      6890         0.0        96.9        23.9         0.0
    1    7      6900         0.0        96.4        23.4         0.0
    1    7      6910         0.0        95.9        22.9         0.0
    1    7      6920         0.0        95.4        22.4         0.0
    1    7      6930         0.0        95.1        22.1         0.0
    1    7      6940         0.0        94.7        21.7         0.0
    1    7      6950         0.0        94.4        21.4         0.0
    1    7      6960         0.0        94.2        21.2         0.0
    1    7      6970         0.0        93.9        20.9         0.0
    1    7      6980         0.0        93.7        20.7         0.0
    1    7      6990         0.0        93.6        20.6         0.0
    1    7      7000         0.0        93.4        20.4         0.0
    1    7      7010         0.0        93.3        20.3         0.0
    1    7      7020         0.0        93.1        20.1         0.0
    1    7      7030         0.0        93.0        20.0         0.0
    1    7      7040         0.0        93.0        20.0         0.0
    1    7      7050         0.0        92.9        19.9         0.0
    1    7      7060         0.0        92.9        19.9         0.0
    1    7      7070         0.0        92.9        19.9         0.0
    1    7      7080         0.0        93.1        20.1         0.0
    1    7      7090         0.0        93.5        20.5         0.0
    1    7      7100         0.0        93.9        20.9         0.0
    1    7      7110         0.0        94.6        21.6         0.0
    1    7      7120         0.0        95.4        22.4         0.0
    1    7      7130         0.0        96.3        23.3         0.0
    1    7      7140         0.0        97.3        24.3         0.0
    1    7      7150         0.0        98.6        25.6         0.0
    1    7      7160         0.0       100.0        27.0         0.0
    1    7      7170         0.0       101.6        28.6         0.0
    1    7      7180         0.0       103.5        30.5         0.0
    1    7      7190         0.0       105.8        32.8         0.0
    1    7      7200         0.0       108.3        35.3         0.0
    1    7      7210        -1.4       111.1        38.1       -20.6
    1    7      7220        -2.7       114.1        41.1       -42.6
    1    7      7230        -5.2       117.3        44.3       -86.6
    1    7      7240        -8.8       120.7        47.7      -153.7
    1    7      7250       -14.8       124.3        51.3      -242.9
    1    7      7260       -20.7       128.2        55.2      -313.1
    1    7      7270       -22.5       132.4        59.4      -341.5
    1    7      7280       -25.9       136.7        63.7      -344.1
    1    7      7290       -28.7       141.0        68.0      -318.2
    1    7      7300       -26.8       144.9        71.9      -247.4
    1    7      7310       -18.3       148.3        75.3      -156.8
    1    7      7320       -11.1       151.4        78.4       -89.4
    1    7      7330        -6.2       154.2        81.2       -44.0
    1    7      7340         0.0       156.7        83.7       -20.8
    1    7      7350         0.0       158.9        85.9         0.0
    1    7      7360         0.0       160.9        87.9         0.0
    1    7      7370         0.0       162.6        89.6         0.0
    1    7      7380         0.0       164.2        91.2         0.0
    1    7      7390         0.0       165.6        92.6         0.0
    1    7      7400         0.0       166.8        93.8         0.0
    1    7      7410         0.0       167.9        94.9         0.0
    1    7      7420         0.0       168.9        95.9         0.0
    1    7      7430         0.0       169.8        96.8         0.0
    1    7      7440         0.0       170.6        97.6         0.0
    1    7      7450         0.0       171.3        98.3         0.0
    1    7      7460         0.0       171.9        98.9         0.0
    1    7      7470         0.0       172.5        99.5         0.0
    1    7      7480         0.0       173.0       100.0         0.0
    1    7      7490         0.0       173.4       100.4         0.0
    1    7      7500         0.0       173.8       100.8         0.0
    1    7      7510         0.0       174.1       101.1         0.0
    1    7      7520         0.0       174.4       101.4         0.0
    1    7      7530         0.0       174.7       101.7         0.0
    1    7      7540         0.0       175.0       102.0         0.0
    1    7      7550         0.0       175.2       102.2         0.0
    1    7      7560         0.0       175.4       102.4         0.0
    1    7      7570         0.0       175.5       102.5         0.0
    1    7      7580         0.0       175.7       102.7         0.0
    1    7      7590         0.0       175.8       102.8         0.0
    1    7      7600         0.0       175.8       102.8         0.0
    1    7      7610         0.0       175.8       102.8         0.0
    1    -      7620         0.0       175.5       102.5         0.0
    1    -      7630         0.0       174.9       101.9         0.0
    1    8      7640         0.0       173.9       100.9         0.0
    1    8      7650         0.0       172.5        99.5         0.0
    1    8      7660         0.0       170.8        97.8         0.0
    1    8      7670         0.0       168.8        95.8         0.0
    1    8      7680         3.4       166.4        93.4        20.7
    1    8      7690         6.8       163.8        90.8        43.1
    1    8      7700        13.6       160.8        87.8        87.9
    1    8      7710        23.9       157.5        84.5       156.4
    1    8      7720        37.8       153.8        80.8       249.9
    1    8      7730        48.7       149.9        76.9       327.7
    1    8      7740        58.2       145.6        72.6       384.6
    1    8      7750        66.3       141.1        68.1       417.3
    1    8      7760        69.6       136.4        63.4       422.5
    1    8      7770        72.3       131.6        58.6       398.9
    1    8      7780        70.2       127.1        54.1       344.4
    1    8      7790        60.3       123.1        50.1       264.8
    1    8      7800        40.1       119.5        46.5       166.7
    1    8      7810        23.7       116.3        43.3        94.4
    1    8      7820        12.6       113.5        40.5        46.1
    1    8      7830         0.0       111.0        38.0        21.7
    1    8      7840         0.0       108.8        35.8         0.0
    1    8      7850         0.0       106.8        33.8         0.0
    1    8      7860         0.0       105.1        32.1         0.0
    1    8      7870         0.0       103.6        30.6         0.0
    1    8      7880         0.0       102.2        29.2         0.0
    1    8      7890         0.0       101.1        28.1         0.0
    1    8      7900         0.0       100.0        27.0         0.0
    1    8      7910         0.0        99.1        26.1         0.0
    1    8      7920         0.0        98.3        25.3         0.0
    1    8      7930         0.0        97.5        24.5         0.0
    1    8      7940         0.0        96.9        23.9         0.0
    1    8      7950         0.0        96.3        23.3         0.0
    1    8      7960         0.0        95.8        22.8         0.0
    1    8      7970         0.0        95.4        22.4         0.0
    1    8      7980         0.0        95.0        22.0         0.0
    1    8      7990         0.0        94.6        21.6         0.0
    1    8      8000         0.0        94.3        21.3         0.0
    1    8      8010         0.0        94.1        21.1         0.0
    1    8      8020         0.0        93.9        20.9         0.0
    1    8      8030         0.0        93.6        20.6         0.0
    1    8      8040         0.0        93.5        20.5         0.0
    1    8      8050         0.0        93.3        20.3         0.0
    1    8      8060         0.0        93.2        20.2         0.0
    1    8      8070         0.0        93.1        20.1         0.0
    1    8      8080         0.0        93.0        20.0         0.0
    1    8      8090         0.0        92.9        19.9         0.0
    1    8      8100         0.0        92.8        19.8         0.0
    1    8      8110         0.0        92.7        19.7         0.0
    1    8      8120         0.0        92.7        19.7         0.0
    1    8      8130         0.0        92.9        19.9         0.0
    1    8      8140         0.0        93.1        20.1         0.0
    1    8      8150         0.0        93.5        20.5         0.0
    1    8      8160         0.0        94.0        21.0         0.0
    1    8      8170         0.0        94.7        21.7         0.0
    1    8      8180         0.0        95.5        22.5         0.0
    1    8      8190         0.0        96.4        23.4         0.0
    1    8      8200         0.0        97.6        24.6         0.0
    1    8      8210         0.0        98.9        25.9         0.0
    1    8      8220         0.0       100.5        27.5         0.0
    1    8      8230         0.0       102.3        29.3         0.0
    1    8      8240         0.0       104.3        31.3         0.0
    1    8      8250         0.0       106.7        33.7         0.0
    1    8      8260         0.0       109.3        36.3         0.0
    1    8      8270        -1.1       112.1        39.1       -20.8
    1    8      8280        -2.2       115.2        42.2       -42.8
    1    8      8290        -4.1       118.4        45.4       -86.7
    1    8      8300        -7.1       121.8        48.8      -153.6
    1    8      8310       -12.6       125.5        52.5      -241.6
    1    8      8320       -18.4       129.4        56.4      -310.0
    1    8      8330       -20.6       133.5        60.5      -336.7
    1    8      8340       -25.1       137.8        64.8      -336.8
    1    8      8350       -29.0       141.9        68.9      -309.5
    1    8      8360       -27.7       145.6        72.6      -239.3
    1    8      8370       -19.1       148.9        75.9      -151.2
    1    8      8380       -11.7       151.9        78.9       -86.0
    1    8      8390        -6.6       154.5        81.5       -42.0
    1    8      8400         0.0       156.9        83.9       -19.9
    1    8      8410         0.0       159.0        86.0         0.0
    1    8      8420         0.0       160.9        87.9         0.0
    1    8      8430         0.0       162.6        89.6         0.0
    1    8      8440         0.0       164.1        91.1         0.0
    1    8      8450         0.0       165.5        92.5         0.0
    1    8      8460         0.0       166.7        93.7         0.0
    1    8      8470         0.0       167.8        94.8         0.0
    1    8      8480         0.0       168.8        95.8         0.0
    1    8      8490         0.0       169.7        96.7         0.0
    1    8      8500         0.0       170.5        97.5         0.0
    1    8      8510         0.0       171.2        98.2         0.0
    1    8      8520         0.0       171.8        98.8         0.0
    1    8      8530         0.0       172.3        99.3         0.0
    1    8      8540         0.0       172.8        99.8         0.0
    1    8      8550         0.0       173.3       100.3         0.0
    1    8      8560         0.0       173.7       100.7         0.0
    1    8      8570         0.0       174.0       101.0         0.0
    1    8      8580         0.0       174.4       101.4         0.0
    1    8      8590         0.0       174.6       101.6         0.0
    1    8      8600         0.0       174.9       101.9         0.0
    1    8      8610         0.0       175.1       102.1         0.0
    1    8      8620         0.0       175.3       102.3         0.0
    1    8      8630         0.0       175.5       102.5         0.0
    1    8      8640         0.0       175.6       102.6         0.0
    1    8      8650         0.0       175.8       102.8         0.0
    1    8      8660         0.0       175.9       102.9         0.0
    1    8      8670         0.0       176.0       103.0         0.0
    1    8      8680         0.0       175.9       102.9         0.0
    1    -      8690         0.0       175.8       102.8         0.0
    1    -      8700         0.0       175.4       102.4         0.0
    1    9      8710         0.0       174.7       101.7         0.0
    1    9      8720         0.0       173.6       100.6         0.0
    1    9      8730         0.0       172.1        99.1         0.0
    1    9      8740         0.0       170.3        97.3         0.0
    1    9      8750         0.0       168.1        95.1         0.0
    1    9      8760         3.5       165.7        92.7        21.2
    1    9      8770         6.9       162.9        89.9        44.2
    1    9      8780        14.0       159.8        86.8        90.0
    1    9      8790        24.5       156.4        83.4       159.9
    1    9      8800        38.9       152.7        79.7       255.1
    1    9      8810        50.3       148.6        75.6       333.6
    1    9      8820        60.1       144.3        71.3       389.9
    1    9      8830        68.6       139.7        66.7       420.8
    1    9      8840        71.9       135.0        62.0       423.9
    1    9      8850        74.6       130.2        57.2       397.1
    1    9      8860        72.4       125.8        52.8       340.2
    1    9      8870        62.2       121.9        48.9       260.2
    1    9      8880         0.0       106.2        33.2       163.3
    1    9      8890         0.0       104.5        31.5        92.2
    1    9      8900         0.0       103.1        30.1        44.7
    1    9      8910         0.0       101.8        28.8        21.1
    1    9      8920         0.0       100.7        27.7         0.0
    1    9      8930         0.0        99.6        26.6         0.0
    1    9      8940         0.0        98.8        25.8         0.0
    1    9      8950         0.0        98.0        25.0         0.0
    1    9      8960         0.0        97.3        24.3         0.0
    1    9      8970         0.0        96.7        23.7         0.0
    1    9      8980         0.0        96.1        23.1         0.0
    1    9      8990         0.0        95.6        22.6         0.0
    1    9      9000         0.0        95.2        22.2         0.0
    1    9      9010         0.0        94.9        21.9         0.0
    1    9      9020         0.0        94.5        21.5         0.0
    1    9      9030         0.0        94.2        21.2         0.0
    1    9      9040         0.0        94.0        21.0         0.0
    1    9      9050         0.0        93.8        20.8         0.0
    1    9      9060         0.0        93.6        20.6         0.0
    1    9      9070         0.0        93.4        20.4         0.0
    1    9      9080         0.0        93.3        20.3         0.0
    1    9      9090         0.0        93.1        20.1         0.0
    1    9      9100         0.0        93.0        20.0         0.0
    1    9      9110         0.0        92.9        19.9         0.0
    1    9      9120         0.0        92.9        19.9         0.0
    1    9      9130         0.0        92.8        19.8         0.0
    1    9      9140         0.0        92.9        19.9         0.0
    1    9      9150         0.0        93.0        20.0         0.0
    1    9      9160         0.0        93.3        20.3         0.0
    1    9      9170         0.0        93.7        20.7         0.0
    1    9      9180         0.0        94.3        21.3         0.0
    1    9      9190         0.0        95.0        22.0         0.0
    1    9      9200         0.0        95.9        22.9         0.0
    1    9      9210         0.0        96.9        23.9         0.0
    1    9      9220         0.0        98.1        25.1         0.0
    1    9      9230         0.0        99.5        26.5         0.0
    1    9      9240         0.0       101.1        28.1         0.0
    1    9      9250         0.0       102.9        29.9         0.0
    1    9      9260         0.0       105.0        32.0         0.0
    1    9      9270         0.0       107.3        34.3         0.0
    1    9      9280         0.0       109.7        36.7         0.0
    1    9      9290        -0.9       112.4        39.4       -19.6
    1    9      9300        -1.8       115.3        42.3       -40.4
    1    9      9310        -3.5       118.3        45.3       -81.9
    1    9      9320        -6.1       121.6        48.6      -145.1
    1    9      9330       -10.6       125.1        52.1      -229.1
    1    9      9340       -15.3       128.8        55.8      -294.5
    1    9      9350       -17.1       132.7        59.7      -320.4
    1    9      9360       -20.3       136.7        63.7      -322.2
    1    9      9370       -22.6       140.7        67.7      -298.0
    1    9      9380       -21.3       144.3        71.3      -231.6
    1    9      9390       -14.6       147.6        74.6      -146.7
    1    9      9400        -8.9       150.6        77.6       -83.7
    1    9      9410        -4.9       153.3        80.3       -41.2
    1    9      9420         0.0       155.7        82.7       -19.6
    1    9      9430         0.0       157.8        84.8         0.0
    1    9      9440         0.0       159.8        86.8         0.0
    1    9      9450         0.0       161.5        88.5         0.0
    1    9      9460         0.0       163.1        90.1         0.0
    1    9      9470         0.0       164.5        91.5         0.0
    1    9      9480         0.0       165.8        92.8         0.0
    1    9      9490         0.0       166.9        93.9         0.0
    1    9      9500         0.0       167.9        94.9         0.0
    1    9      9510         0.0       168.9        95.9         0.0
    1    9      9520         0.0       169.7        96.7         0.0
    1    9      9530         0.0       170.5        97.5         0.0
    1    9      9540         0.0       171.1        98.1         0.0
    1    9      9550         0.0       171.8        98.8         0.0
    1    9      9560         0.0       172.3        99.3         0.0
    1    9      9570         0.0       172.8        99.8         0.0
    1    9      9580         0.0       173.2       100.2         0.0
    1    9      9590         0.0       173.6       100.6         0.0
    1    9      9600         0.0       174.0       101.0         0.0
    1    9      9610         0.0       174.3       101.3         0.0
    1    9      9620         0.0       174.6       101.6         0.0
    1    9      9630         0.0       174.8       101.8         0.0
    1    9      9640         0.0       175.1       102.1         0.0
    1    9      9650         0.0       175.3       102.3         0.0
    1    9      9660         0.0       175.4       102.4         0.0
    1    9      9670         0.0       175.6       102.6         0.0
    1    9      9680         0.0       175.6       102.6         0.0
    1    -      9690         0.0       175.5       102.5         0.0
    1    -      9700         0.0       175.1       102.1         0.0
    1   10      9710         0.0       174.4       101.4         0.0
    1   10      9720         0.0       173.4       100.4         0.0
    1   10      9730         0.0       172.1        99.1         0.0
    1   10      9740         0.0       170.4        97.4         0.0
    1   10      9750         0.0       168.4        95.4         0.0
    1   10      9760         3.4       166.1        93.1        20.0
    1   10      9770         6.9       163.5        90.5        41.8
    1   10      9780        13.8       160.7        87.7        85.2
    1   10      9790        24.0       157.5        84.5       152.0
    1   10      9800        37.7       153.9        80.9       243.2
    1   10      9810        48.3       150.1        77.1       319.8
    1   10      9820        56.4       146.0        73.0       377.0
    1   10      9830        62.8       141.5        68.5       411.0
    1   10      9840        72.4       136.9        63.9       437.2
    1   10      9850        73.9       132.1        59.1       415.6
    1   10      9860        79.0       127.6        54.6       382.3
    1   10      9870        77.6       123.5        50.5       323.2
    1   10      9880        66.8       119.9        46.9       245.0
    1   10      9890        44.5       116.7        43.7       153.1
    1   10      9900        26.7       113.9        40.9        85.4
    1   10      9910         0.0       111.3        38.3        41.3
    1   10      9920         0.0       109.1        36.1        19.5
    1   10      9930         0.0       107.2        34.2         0.0
    1   10      9940         0.0       105.4        32.4         0.0
    1   10      9950         0.0       103.9        30.9         0.0
    1   10      9960         0.0       102.6        29.6         0.0
    1   10      9970         0.0       101.4        28.4         0.0
    1   10      9980         0.0       100.3        27.3         0.0
    1   10      9990         0.0        99.4        26.4         0.0
    1   10     10000         0.0        98.6        25.6         0.0
    1   10     10010         0.0        97.8        24.8         0.0
    1   10     10020         0.0        97.2        24.2         0.0
    1   10     10030         0.0        96.6        23.6         0.0
    1   10     10040         0.0        96.1        23.1         0.0
    1   10     10050         0.0        95.7        22.7         0.0
    1   10     10060         0.0        95.3        22.3         0.0
    1   10     10070         0.0        94.9        21.9         0.0
    1   10     10080         0.0        94.6        21.6         0.0
    1   10     10090         0.0        94.3        21.3         0.0
    1   10     10100         0.0        94.1        21.1         0.0
    1   10     10110         0.0        93.9        20.9         0.0
    1   10     10120         0.0        93.7        20.7         0.0
    1   10     10130         0.0        93.6        20.6         0.0
    1   10     10140         0.0        93.4        20.4         0.0
    1   10     10150         0.0        93.3        20.3         0.0
    1   10     10160         0.0        93.2        20.2         0.0
    1   10     10170         0.0        93.1        20.1         0.0
    1   10     10180         0.0        93.0        20.0         0.0
    1   10     10190         0.0        92.9        19.9         0.0
    1   10     10200         0.0        92.9        19.9         0.0
    1   10     10210         0.0        92.8        19.8         0.0
    1   10     10220         0.0        92.8        19.8         0.0
    1   10     10230         0.0        92.7        19.7         0.0
    1   10     10240         0.0        92.7        19.7         0.0
    1   10     10250         0.0        92.7        19.7         0.0
    1   10     10260         0.0        92.8        19.8         0.0
    1   10     10270         0.0        92.9        19.9         0.0
    1   10     10280         0.0        93.2        20.2         0.0
    1   10     10290         0.0        93.6        20.6         0.0
    1   10     10300         0.0        94.1        21.1         0.0
    1   10     10310         0.0        94.7        21.7         0.0
    1   10     10320         0.0        95.4        22.4         0.0
    1   10     10330         0.0        96.3        23.3         0.0
    1   10     10340         0.0        97.2        24.2         0.0
    1   10     10350         0.0        98.4        25.4         0.0
    1   10     10360         0.0        99.7        26.7         0.0
    1   10     10370         0.0       101.2        28.2         0.0
    1   10     10380         0.0       102.9        29.9         0.0
    1   10     10390         0.0       104.9        31.9         0.0
    1   10     10400         0.0       107.0        34.0         0.0
    1   10     10410         0.0       109.3        36.3         0.0
    1   10     10420         0.0       111.8        38.8         0.0
    1   10     10430         0.0       114.4        41.4         0.0
    1   10     10440        -0.5       117.2        44.2       -19.8
    1   10     10450        -0.9       120.2        47.2       -40.6
    1   10     10460        -1.9       123.4        50.4       -81.7
    1   10     10470        -4.5       126.7        53.7      -141.8
    1   10     10480        -5.8       130.3        57.3      -203.7
    1   10     10490        -7.9       134.0        61.0      -245.5
    1   10     10500        -8.9       137.8        64.8      -245.8
    1   10     10510        -9.2       141.4        68.4      -203.5
    1   10     10520        -6.6       144.7        71.7      -141.9
    1   10     10530        -4.1       147.7        74.7       -81.2
    1   10     10540        -2.0       150.4        77.4       -40.9
    1   10     10550        -1.6       152.9        79.9       -19.6
    1   10     10560         0.0       155.1        82.1         0.0
    1   10     10570         0.0       157.2        84.2         0.0
    1   10     10580         0.0       159.0        86.0         0.0
    1   10     10590         0.0       160.7        87.7         0.0
    1   10     10600         0.0       162.2        89.2         0.0
    1   10     10610         0.0       163.6        90.6         0.0
    1   10     10620         0.0       164.8        91.8         0.0
    1   10     10630         0.0       165.9        92.9         0.0
    1   10     10640         0.0       167.0        94.0         0.0
    1   10     10650         0.0       167.9        94.9         0.0
    1   10     10660         0.0       168.8        95.8         0.0
    1   10     10670         0.0       169.5        96.5         0.0
    1   10     10680         0.0       170.2        97.2         0.0
    1   10     10690         0.0       170.8        97.8         0.0
    1   10     10700         0.0       171.4        98.4         0.0
    1   10     10710         0.0       171.9        98.9         0.0
    1   10     10720         0.0       172.4        99.4         0.0
    1   10     10730         0.0       172.8        99.8         0.0
    1   10     10740         0.0       173.2       100.2         0.0
    1   10     10750         0.0       173.6       100.6         0.0
    1   10     10760         0.0       173.9       100.9         0.0
    1   10     10770         0.0       174.2       101.2         0.0
    1   10     10780         0.0       174.4       101.4         0.0
    1   10     10790         0.0       174.7       101.7         0.0
    1   10     10800         0.0       174.9       101.9         0.0
    1   10     10810         0.0       175.1       102.1         0.0
    1   10     10820         0.0       175.3       102.3         0.0
    1   10     10830         0.0       175.4       102.4         0.0
    1   10     10840         0.0       175.6       102.6         0.0
    1   10     10850         0.0       175.7       102.7         0.0
    1   10     10860         0.0       175.8       102.8         0.0
    1   10     10870         0.0       176.0       103.0         0.0
    1   10     10880         0.0       176.1       103.1         0.0
    1   10     10890         0.0       176.1       103.1         0.0
    1   10     10900         0.0       176.2       103.2         0.0
    1   10     10910         0.0       176.3       103.3         0.0
    1   10     10920         0.0       176.4       103.4         0.0
    1   10     10930         0.0       176.4       103.4         0.0
    1   10     10940         0.0       176.5       103.5         0.0
    1   10     10950         0.0       176.5       103.5         0.0
    1   10     10960         0.0       176.6       103.6         0.0
    1   10     10970         0.0       176.6       103.6         0.0
    1   10     10980         0.0       176.7       103.7         0.0
    1   10     10990         0.0       176.7       103.7         0.0
    1   10     11000         0.0       176.7       103.7         0.0
    1   10     11010         0.0       176.7       103.7         0.0
    1   10     11020         0.0       176.8       103.8         0.0
    1   10     11030         0.0       176.8       103.8         0.0
    1   10     11040         0.0       176.8       103.8         0.0
    1   10     11050         0.0       176.8       103.8         0.0
    1   10     11060         0.0       176.9       103.9         0.0
    1   10     11070         0.0       176.9       103.9         0.0
    1   10     11080         0.0       176.9       103.9         0.0
    1   10     11090         0.0       176.9       103.9         0.0
    1   10     11100         0.0       176.9       103.9         0.0
    1   10     11110         0.0       176.9       103.9         0.0
    1   10     11120         0.0       176.9       103.9         0.0
    1   10     11130         0.0       176.9       103.9         0.0
    1   10     11140         0.0       176.9       103.9         0.0
    1   10     11150         0.0       177.0       104.0         0.0
    1   10     11160         0.0       177.0       104.0         0.0
    1   10     11170         0.0       177.0       104.0         0.0
    1   10     11180         0.0       177.0       104.0         0.0
    1   10     11190         0.0       177.0       104.0         0.0
    1   10     11200         0.0       177.0       104.0         0.0
    1   10     11210         0.0       177.0       104.0         0.0
    1   10     11220         0.0       177.0       104.0         0.0
    1   10     11230         0.0       177.1       104.1         0.0
    1   10     11240         0.0       177.1       104.1         0.0
    1   10     11250         0.0       177.1       104.1         0.0
    1   10     11260         0.0       177.1       104.1         0.0
    1   10     11270         0.0       177.1       104.1         0.0
    1   10     11280         0.0       177.1       104.1         0.0
    1   10     11290         0.0       177.1       104.1         0.0
    1   10     11300         0.0       177.1       104.1         0.0
    1   10     11310         0.0       177.1       104.1         0.0
